,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
3040,3041,60000.0,1,1,1,38,2.0,0.0,0.0,0.0,2.0,2.0,30013.0,31226.0,32396.0,34657.0,35456.0,34736.0,2000.0,2000.0,2800.0,1500.0,0.0,1500.0,1.0
4936,4937,20000.0,1,1,2,24,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,390.0,390.0,390.0,780.0,0.0,0.0,390.0,390.0,780.0,0.0,0.0,0.0,0.0
23053,23054,20000.0,2,1,2,27,0.0,0.0,0.0,0.0,0.0,0.0,5635.0,5735.0,4941.0,4236.0,3200.0,1375.0,1186.0,1300.0,1246.0,264.0,375.0,700.0,0.0
12012,12013,80000.0,1,2,2,30,0.0,0.0,0.0,0.0,0.0,0.0,79949.0,65416.0,45991.0,47229.0,48468.0,49490.0,2500.0,2000.0,2000.0,2000.0,1826.0,2000.0,0.0
22392,22393,500000.0,2,1,2,33,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,10361.0,263.0,8050.0,8234.0,835.0,87878.0,263.0,8050.0,8234.0,835.0,87878.0,5000.0,0.0
747,748,300000.0,2,3,1,34,0.0,0.0,0.0,0.0,0.0,0.0,280823.0,275303.0,271952.0,193403.0,187562.0,191069.0,11000.0,12000.0,7200.0,6500.0,6173.0,5500.0,1.0
25126,25127,740000.0,1,1,1,50,,,,,,,321279.0,316083.0,317219.0,296560.0,285912.0,268257.0,13000.0,13200.0,11000.0,10000.0,10000.0,15000.0,0.0
13456,13457,80000.0,1,2,1,32,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1253.0,4091.0,4111.0,940.0,,,,,,,,,
20238,20239,30000.0,2,3,3,61,2.0,2.0,0.0,0.0,0.0,0.0,24453.0,23212.0,23964.0,24434.0,21340.0,5624.0,0.0,1522.0,1200.0,428.0,112.0,0.0,0.0
23091,23092,710000.0,2,4,2,32,0.0,0.0,0.0,0.0,0.0,0.0,377249.0,382116.0,391305.0,195642.0,189101.0,182062.0,11000.0,12000.0,8000.0,7000.0,7000.0,6500.0,0.0
28329,28330,210000.0,2,2,1,31,0.0,0.0,0.0,0.0,0.0,0.0,205243.0,209502.0,203831.0,178410.0,130619.0,115700.0,7736.0,7100.0,8300.0,4800.0,4396.0,4200.0,0.0
25011,25012,440000.0,1,2,1,49,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,942.0,2002.0,2942.0,2948.0,0.0,942.0,2002.0,2942.0,2948.0,0.0,942.0,1000.0,0.0
23690,23691,500000.0,2,1,1,53,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,1200.0,0.0,3609.0,4053.0,0.0,4487.0,0.0,3609.0,4053.0,0.0,4487.0,638.0,0.0
11941,11942,30000.0,2,1,2,26,-1.0,-1.0,-1.0,-1.0,0.0,0.0,125.0,125.0,125.0,4671.0,25871.0,15222.0,125.0,125.0,4671.0,25000.0,3000.0,2256.0,0.0
18736,18737,80000.0,2,2,2,25,1.0,2.0,0.0,0.0,0.0,0.0,50120.0,49013.0,50051.0,51123.0,52175.0,53337.0,0.0,1828.0,1900.0,1900.0,2000.0,4300.0,1.0
29575,29576,60000.0,1,2,2,38,2.0,0.0,0.0,0.0,0.0,0.0,58190.0,59615.0,60379.0,56921.0,18050.0,18385.0,3000.0,3100.0,1409.0,631.0,1000.0,664.0,1.0
27334,27335,280000.0,1,2,2,31,0.0,0.0,0.0,0.0,0.0,0.0,136798.0,129735.0,118249.0,115422.0,114694.0,113047.0,4528.0,4340.0,3994.0,3968.0,4068.0,3966.0,0.0
28345,28346,280000.0,2,2,3,40,0.0,0.0,0.0,0.0,0.0,0.0,291952.0,275948.0,240627.0,228230.0,209987.0,196997.0,8562.0,7071.0,6574.0,5938.0,5867.0,7704.0,0.0
21912,21913,30000.0,2,2,2,22,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,2293.0,3158.0,5547.0,3312.0,3145.0,3022.0,1009.0,5572.0,3321.0,3154.0,3031.0,3339.0,0.0
6278,6279,20000.0,2,3,2,54,0.0,0.0,2.0,2.0,2.0,0.0,9777.0,10140.0,9360.0,9833.0,9153.0,9116.0,2000.0,1000.0,1000.0,0.0,500.0,500.0,0.0
10060,10061,10000.0,2,1,1,37,0.0,0.0,-2.0,-2.0,-2.0,-2.0,5300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7601,7602,140000.0,2,1,2,26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6208.0,2136.0,6573.0,0.0,770.0,0.0,2136.0,6573.0,0.0,770.0,0.0,0.0,0.0
16475,16476,20000.0,2,3,1,56,0.0,0.0,2.0,2.0,3.0,4.0,6949.0,8823.0,10523.0,12043.0,13542.0,14728.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,1.0
26563,26564,50000.0,2,3,2,56,0.0,0.0,0.0,0.0,0.0,0.0,48155.0,49157.0,50417.0,48371.0,15417.0,16194.0,1798.0,2058.0,1683.0,600.0,1017.0,20698.0,0.0
12560,12561,200000.0,2,3,2,25,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1676.0,3122.0,2991.0,390.0,1211.0,390.0,4595.0,2991.0,0.0,1211.0,390.0,1112.0,0.0
4401,4402,140000.0,2,2,2,50,0.0,0.0,0.0,0.0,0.0,2.0,95310.0,97902.0,100214.0,102496.0,108405.0,106649.0,4000.0,3800.0,3800.0,7600.0,0.0,4000.0,0.0
8931,8932,270000.0,1,2,2,31,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,1521.0,0.0,0.0,0.0,0.0,1521.0,0.0,0.0,0.0,0.0,200.0,0.0
29828,29829,80000.0,1,2,2,37,0.0,0.0,0.0,2.0,2.0,2.0,47765.0,49651.0,53850.0,52388.0,55589.0,54570.0,3000.0,5000.0,0.0,4078.0,0.0,2500.0,1.0
2494,2495,30000.0,1,3,1,26,1.0,2.0,0.0,0.0,0.0,0.0,30814.0,29551.0,24034.0,21155.0,18413.0,0.0,0.0,1500.0,1150.0,900.0,0.0,0.0,1.0
5545,5546,30000.0,2,3,1,60,0.0,0.0,0.0,0.0,0.0,0.0,27331.0,27171.0,28491.0,28091.0,28664.0,0.0,2000.0,2000.0,0.0,573.0,0.0,0.0,0.0
11313,11314,180000.0,2,2,2,35,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,0.0,0.0,0.0,2072.0,-28.0,-28.0,0.0,0.0,2072.0,0.0,0.0,0.0,0.0
21504,21505,80000.0,2,1,2,29,0.0,0.0,0.0,0.0,0.0,2.0,19833.0,21192.0,22842.0,24147.0,29133.0,28532.0,2000.0,2000.0,2000.0,5394.0,0.0,5000.0,0.0
3562,3563,80000.0,2,2,1,42,0.0,0.0,-2.0,-2.0,-2.0,-2.0,30900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16915,16916,390000.0,1,1,1,64,,,,,,,38383.0,38134.0,38679.0,39689.0,40472.0,41320.0,1608.0,1647.0,1657.0,1440.0,1496.0,1518.0,0.0
14724,14725,70000.0,2,2,2,55,0.0,0.0,0.0,0.0,0.0,0.0,53214.0,54571.0,42413.0,42946.0,43843.0,44714.0,2230.0,2004.0,1537.0,1589.0,1598.0,1654.0,0.0
25971,25972,360000.0,2,2,1,31,0.0,0.0,0.0,0.0,0.0,0.0,350752.0,354823.0,358920.0,363999.0,292332.0,294752.0,13016.0,13016.0,13625.0,11019.0,9439.0,8651.0,0.0
21,22,120000.0,2,2,1,39,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,316.0,316.0,316.0,0.0,632.0,316.0,316.0,316.0,0.0,632.0,316.0,0.0,1.0
22865,22866,80000.0,2,3,1,43,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1520.0,23190.0,0.0,19465.0,19454.0,19851.0,23190.0,0.0,19465.0,389.0,397.0,0.0,0.0
829,830,50000.0,2,2,1,48,0.0,-1.0,-1.0,0.0,0.0,0.0,20944.0,4696.0,47225.0,16483.0,9343.0,9693.0,2360.0,49325.0,3001.0,1882.0,500.0,503.0,0.0
20097,20098,350000.0,2,1,1,36,-1.0,-1.0,-1.0,-1.0,0.0,0.0,28489.0,28934.0,20558.0,29866.0,37587.0,15307.0,28950.0,20565.0,29880.0,27697.0,5330.0,31990.0,0.0
18886,18887,280000.0,2,2,1,31,0.0,0.0,0.0,0.0,0.0,0.0,139998.0,140030.0,125214.0,126426.0,126333.0,109953.0,6084.0,5024.0,5020.0,5093.0,3219.0,4024.0,0.0
22046,22047,210000.0,2,1,2,25,0.0,0.0,0.0,0.0,0.0,0.0,66517.0,63828.0,60713.0,61949.0,61908.0,59914.0,3000.0,2500.0,6259.0,5000.0,3000.0,5000.0,0.0
12466,12467,160000.0,2,2,1,50,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,3440.0,3208.0,3315.0,2645.0,1049.0,1469.0,3219.0,3322.0,2645.0,1049.0,1469.0,3490.0,0.0
15909,15910,50000.0,2,3,2,28,1.0,3.0,3.0,2.0,2.0,2.0,40527.0,42066.0,41126.0,40165.0,42683.0,43843.0,2500.0,0.0,0.0,3200.0,2000.0,1700.0,0.0
22346,22347,170000.0,2,1,1,30,-2.0,-2.0,-2.0,-1.0,-1.0,-1.0,5280.0,5020.0,996.0,35490.0,6000.0,5350.0,5020.0,996.0,35490.0,6000.0,5350.0,12500.0,0.0
1912,1913,100000.0,1,2,1,42,0.0,0.0,0.0,0.0,2.0,0.0,56256.0,57685.0,58156.0,61103.0,59358.0,60060.0,3000.0,2688.0,5163.0,0.0,2358.0,2472.0,0.0
16721,16722,30000.0,1,3,2,31,0.0,0.0,0.0,0.0,0.0,0.0,28275.0,29772.0,27821.0,28075.0,29682.0,28001.0,2000.0,2000.0,2000.0,2014.0,2000.0,2000.0,0.0
10881,10882,400000.0,2,2,1,53,0.0,0.0,-1.0,0.0,0.0,0.0,252860.0,257062.0,99832.0,100967.0,101788.0,117818.0,11416.0,99835.0,3501.0,3641.0,17823.0,4180.0,0.0
18361,18362,130000.0,2,2,2,22,0.0,-1.0,-1.0,0.0,-1.0,0.0,8570.0,527.0,11249.0,7816.0,16578.0,16129.0,527.0,11249.0,1200.0,16578.0,0.0,33232.0,0.0
10143,10144,60000.0,2,2,1,36,0.0,0.0,0.0,0.0,-1.0,0.0,57262.0,27275.0,22095.0,14293.0,12217.0,16170.0,5816.0,1000.0,5000.0,12217.0,8000.0,1100.0,0.0
26308,26309,200000.0,2,1,2,29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3540.0,2914.0,3601.0,1717.0,30616.0,22849.0,3028.0,3919.0,1726.0,30802.0,22963.0,1335.0,0.0
7717,7718,50000.0,1,1,1,35,0.0,0.0,0.0,0.0,0.0,0.0,50482.0,50267.0,44880.0,45122.0,49518.0,50389.0,6749.0,5000.0,8000.0,5000.0,10000.0,2000.0,0.0
18134,18135,270000.0,1,1,1,38,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24440,24441,80000.0,1,1,1,42,1.0,2.0,2.0,2.0,2.0,2.0,45619.0,46567.0,47522.0,48373.0,47442.0,50501.0,2000.0,2000.0,2000.0,0.0,4000.0,0.0,0.0
17400,17401,200000.0,2,1,1,49,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,950.0,950.0,950.0,950.0,0.0,1900.0,950.0,950.0,950.0,0.0,1900.0,950.0,0.0
5784,5785,120000.0,2,1,2,24,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5618,5619,180000.0,2,2,1,35,0.0,0.0,0.0,0.0,0.0,0.0,174635.0,173281.0,175102.0,134494.0,135881.0,124651.0,8155.0,8199.0,4960.0,5404.0,4686.0,4563.0,0.0
18071,18072,60000.0,1,2,2,36,2.0,2.0,2.0,2.0,2.0,2.0,48547.0,49446.0,49857.0,50737.0,52602.0,53613.0,2000.0,1500.0,2000.0,3000.0,2000.0,2000.0,1.0
5567,5568,100000.0,2,3,2,48,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2422.0,894.0,0.0,0.0,1639.0,923.0,894.0,0.0,0.0,1639.0,923.0,0.0,0.0
7435,7436,130000.0,1,1,2,37,0.0,0.0,0.0,0.0,0.0,0.0,116093.0,100296.0,95053.0,96146.0,98310.0,95726.0,3647.0,4198.0,3490.0,3800.0,3920.0,3447.0,1.0
16355,16356,200000.0,2,2,1,48,0.0,0.0,-2.0,-1.0,-1.0,-2.0,1002.0,0.0,490.0,902.0,0.0,0.0,0.0,490.0,902.0,0.0,0.0,0.0,0.0
19194,19195,380000.0,2,2,1,33,1.0,1.0,2.0,2.0,2.0,2.0,363944.0,385726.0,368318.0,354443.0,354765.0,354579.0,29540.0,74.0,14301.0,13000.0,12800.0,12800.0,0.0
15256,15257,400000.0,2,2,2,38,-2.0,-2.0,-2.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,45374.0,46306.0,0.0,0.0,0.0,45374.0,1113.0,1129.0,0.0
22288,22289,80000.0,2,1,2,30,3.0,2.0,0.0,0.0,0.0,0.0,82523.0,80586.0,80783.0,75115.0,49420.0,50677.0,0.0,4000.0,3000.0,1800.0,2000.0,2000.0,1.0
27150,27151,50000.0,1,1,1,46,0.0,0.0,0.0,0.0,2.0,2.0,13176.0,15945.0,17180.0,18811.0,18380.0,19086.0,3000.0,1500.0,2000.0,0.0,2000.0,0.0,0.0
27260,27261,130000.0,1,1,1,29,0.0,0.0,0.0,0.0,0.0,0.0,71051.0,67664.0,66258.0,62697.0,48210.0,46255.0,3000.0,3000.0,6000.0,2000.0,2000.0,2000.0,0.0
8900,8901,150000.0,1,1,2,55,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,291.0,291.0,291.0,285.0,2085.0,8669.0,291.0,291.0,285.0,2091.0,8695.0,74646.0,0.0
23106,23107,360000.0,2,2,2,35,0.0,0.0,0.0,0.0,0.0,0.0,35327.0,42032.0,35665.0,37071.0,38680.0,42352.0,10000.0,2453.0,5000.0,5000.0,10000.0,10017.0,0.0
22753,22754,70000.0,2,2,2,40,2.0,0.0,0.0,0.0,0.0,0.0,64744.0,66030.0,67450.0,68587.0,57710.0,58918.0,2361.0,2482.0,2293.0,2063.0,2135.0,2188.0,1.0
10401,10402,200000.0,1,1,1,32,-1.0,-1.0,-1.0,-2.0,-1.0,-1.0,1727.0,1796.0,-4.0,-4.0,1565.0,1686.0,1809.0,0.0,0.0,1569.0,1691.0,0.0,0.0
14969,14970,180000.0,2,1,2,31,-1.0,-1.0,-1.0,-1.0,0.0,0.0,4582.0,1359.0,316.0,3072.0,2756.0,2440.0,1359.0,316.0,3072.0,0.0,0.0,316.0,1.0
5747,5748,160000.0,2,4,1,42,-2.0,-2.0,-2.0,-1.0,0.0,0.0,-1582.0,3097.0,0.0,2039.0,1033.0,0.0,5624.0,0.0,2039.0,0.0,0.0,0.0,0.0
11521,11522,20000.0,2,2,1,42,0.0,0.0,0.0,0.0,0.0,0.0,19185.0,18621.0,19605.0,19717.0,19203.0,19871.0,1323.0,1307.0,691.0,705.0,995.0,722.0,0.0
29385,29386,230000.0,1,2,2,28,0.0,0.0,-2.0,-2.0,-2.0,-2.0,26574.0,-26.0,-26.0,90624.0,92624.0,-89.0,26.0,0.0,90650.0,2000.0,89.0,0.0,0.0
741,742,110000.0,2,1,2,30,,,,,,,1064.0,2001.0,3796.0,0.0,0.0,0.0,2007.0,3796.0,0.0,0.0,0.0,0.0,0.0
9301,9302,70000.0,2,1,1,36,1.0,2.0,0.0,0.0,0.0,0.0,31919.0,31123.0,32203.0,34656.0,36927.0,38308.0,0.0,1600.0,3000.0,3000.0,2000.0,1420.0,1.0
20665,20666,190000.0,1,3,1,41,0.0,-1.0,-1.0,-1.0,2.0,2.0,82926.0,326.0,176.0,804.0,478.0,952.0,326.0,176.0,954.0,0.0,950.0,0.0,0.0
12403,12404,60000.0,2,2,2,38,0.0,0.0,0.0,0.0,0.0,-1.0,13138.0,22389.0,16586.0,5516.0,16378.0,2670.0,20000.0,5000.0,3000.0,16000.0,3000.0,980.0,1.0
15762,15763,60000.0,2,2,1,23,2.0,2.0,2.0,0.0,0.0,0.0,58032.0,61026.0,44438.0,35619.0,30210.0,1527.0,4800.0,0.0,1539.0,1500.0,1527.0,27887.0,1.0
7249,7250,90000.0,2,1,2,28,,,,,,,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16103,16104,10000.0,2,2,1,37,,,,,,,3305.0,2870.0,2440.0,2510.0,2641.0,2222.0,0.0,0.0,500.0,400.0,0.0,36.0,0.0
19806,19807,200000.0,2,2,1,42,0.0,0.0,0.0,0.0,0.0,0.0,25897.0,33587.0,46126.0,63720.0,80736.0,93354.0,10000.0,15000.0,20000.0,20000.0,15000.0,20000.0,0.0
15073,15074,130000.0,1,2,1,46,0.0,0.0,0.0,0.0,0.0,0.0,89634.0,90999.0,94519.0,97939.0,101299.0,109615.0,5000.0,5000.0,5000.0,5000.0,10000.0,5000.0,0.0
28636,28637,380000.0,2,2,1,37,0.0,0.0,0.0,0.0,0.0,2.0,13415.0,14381.0,13277.0,14291.0,15949.0,15556.0,1204.0,1300.0,1242.0,1900.0,0.0,3000.0,0.0
26983,26984,500000.0,1,1,1,45,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1366.0,9489.0,51322.0,12150.0,12463.0,11872.0,9543.0,51322.0,12176.0,12463.0,11872.0,22547.0,0.0
27198,27199,30000.0,1,2,1,35,1.0,-1.0,-1.0,2.0,0.0,0.0,0.0,26232.0,29093.0,28319.0,29064.0,28658.0,26232.0,3300.0,0.0,1200.0,1100.0,1500.0,1.0
22807,22808,370000.0,2,2,1,35,0.0,0.0,0.0,0.0,0.0,0.0,236242.0,240804.0,243293.0,226471.0,217901.0,195244.0,10301.0,11000.0,9004.0,6930.0,6000.0,6100.0,0.0
27027,27028,50000.0,1,3,1,36,3.0,2.0,2.0,2.0,2.0,-1.0,150.0,150.0,150.0,150.0,,,,,,,,,
22630,22631,200000.0,2,5,1,41,1.0,-2.0,-1.0,-1.0,-2.0,-1.0,0.0,0.0,650.0,0.0,0.0,89.0,0.0,650.0,0.0,0.0,89.0,0.0,0.0
3788,3789,30000.0,1,5,2,23,-2.0,-1.0,-1.0,-1.0,0.0,0.0,2700.0,899.0,-1581.0,28419.0,29016.0,30908.0,899.0,0.0,30000.0,1055.0,2376.0,0.0,0.0
4325,4326,280000.0,2,1,2,30,0.0,0.0,0.0,0.0,0.0,0.0,161001.0,136271.0,131048.0,119654.0,115808.0,115116.0,5000.0,6000.0,4000.0,4000.0,5000.0,5270.0,0.0
26808,26809,50000.0,1,1,2,31,0.0,0.0,0.0,0.0,0.0,0.0,49139.0,49281.0,42472.0,44810.0,45699.0,46675.0,1707.0,1948.0,11746.0,1635.0,1712.0,4000.0,1.0
5912,5913,230000.0,1,2,2,32,0.0,0.0,0.0,0.0,0.0,0.0,171111.0,164406.0,76691.0,76952.0,77577.0,78017.0,7468.0,3000.0,2723.0,2810.0,2793.0,2860.0,1.0
19038,19039,90000.0,2,2,2,26,0.0,0.0,0.0,0.0,0.0,0.0,45069.0,43310.0,40275.0,37800.0,37323.0,34396.0,2000.0,2500.0,3000.0,3000.0,2000.0,3000.0,0.0
16464,16465,80000.0,2,3,1,59,0.0,0.0,0.0,0.0,0.0,0.0,75662.0,70073.0,53169.0,50875.0,50372.0,49470.0,3212.0,2106.0,2000.0,1603.0,1903.0,2006.0,0.0
13818,13819,340000.0,2,2,1,32,0.0,0.0,0.0,0.0,0.0,0.0,34228.0,96716.0,74983.0,43557.0,15559.0,0.0,75113.0,2047.0,766.0,77.0,0.0,394.0,0.0
3550,3551,100000.0,1,2,1,31,,,,,,,2000.0,1000.0,3000.0,2000.0,1000.0,1150.0,0.0,3000.0,0.0,0.0,1150.0,0.0,1.0
15864,15865,30000.0,2,2,1,29,0.0,0.0,0.0,0.0,0.0,2.0,27030.0,23830.0,24943.0,27507.0,30767.0,29762.0,2379.0,1500.0,3000.0,3722.0,0.0,1543.0,0.0
27066,27067,210000.0,1,3,1,44,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18281,18282,30000.0,1,3,1,54,0.0,0.0,0.0,0.0,0.0,2.0,13693.0,14757.0,15815.0,16788.0,17787.0,17363.0,1600.0,1600.0,1540.0,1580.0,0.0,700.0,1.0
21089,21090,150000.0,1,2,1,40,0.0,0.0,0.0,0.0,0.0,-2.0,74985.0,76745.0,19472.0,20650.0,0.0,0.0,3400.0,1600.0,1700.0,0.0,0.0,0.0,0.0
12542,12543,150000.0,2,2,2,29,0.0,0.0,0.0,0.0,0.0,-1.0,19020.0,7717.0,9858.0,9188.0,7518.0,23574.0,1500.0,5000.0,2000.0,1000.0,33054.0,704.0,0.0
22910,22911,360000.0,2,2,1,39,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,4201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22486,22487,480000.0,2,3,1,41,0.0,0.0,0.0,0.0,0.0,0.0,44018.0,74152.0,107675.0,110289.0,100520.0,37080.0,35176.0,45000.0,12022.0,14000.0,14000.0,10000.0,0.0
17406,17407,350000.0,2,3,1,36,0.0,0.0,0.0,0.0,0.0,0.0,42548.0,41593.0,40375.0,37959.0,36416.0,34875.0,2000.0,2000.0,2000.0,1200.0,1200.0,1500.0,0.0
25364,25365,30000.0,2,2,1,25,,,,,,,28848.0,27932.0,27474.0,28351.0,26389.0,26992.0,2000.0,1524.0,1401.0,917.0,1000.0,2000.0,0.0
5929,5930,50000.0,2,3,1,54,0.0,0.0,0.0,0.0,0.0,0.0,16648.0,16200.0,15622.0,14277.0,12930.0,11657.0,1588.0,1483.0,611.0,458.0,403.0,351.0,0.0
25422,25423,350000.0,2,1,2,31,0.0,-1.0,0.0,0.0,0.0,0.0,49184.0,20738.0,47631.0,51451.0,35104.0,0.0,20738.0,27689.0,21451.0,2000.0,0.0,20602.0,0.0
8438,8439,170000.0,2,3,1,46,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,246.0,123.0,5436.0,1229.0,93787.0,95816.0,123.0,5436.0,1229.0,93970.0,4000.0,3348.0,0.0
1500,1501,230000.0,2,2,1,43,0.0,0.0,0.0,0.0,0.0,0.0,7806.0,8392.0,8967.0,8729.0,10816.0,15893.0,1295.0,1300.0,468.0,2816.0,5893.0,5977.0,0.0
26853,26854,160000.0,1,2,1,32,1.0,2.0,0.0,0.0,0.0,0.0,5525.0,4039.0,3656.0,3801.0,2540.0,2279.0,0.0,1094.0,1500.0,0.0,1000.0,0.0,1.0
4883,4884,150000.0,2,1,2,32,2.0,2.0,2.0,0.0,0.0,2.0,120800.0,123379.0,122881.0,123954.0,131543.0,134319.0,6000.0,3000.0,4600.0,9800.0,5100.0,5000.0,1.0
26892,26893,20000.0,1,2,2,38,1.0,3.0,2.0,2.0,0.0,0.0,26288.0,23822.0,22922.0,22140.0,19170.0,17170.0,0.0,1500.0,18.0,2383.0,0.0,0.0,0.0
29838,29839,190000.0,1,2,1,43,0.0,0.0,0.0,0.0,0.0,0.0,83399.0,86010.0,87736.0,90373.0,91980.0,94502.0,4000.0,4000.0,5000.0,4000.0,4000.0,5000.0,1.0
10189,10190,500000.0,2,1,1,38,0.0,0.0,0.0,0.0,0.0,0.0,238708.0,313903.0,323841.0,319331.0,316208.0,304388.0,90012.0,28000.0,15000.0,9494.0,108914.0,18200.0,0.0
11793,11794,30000.0,2,3,3,26,1.0,2.0,0.0,0.0,0.0,0.0,30698.0,29034.0,28317.0,27872.0,28456.0,28230.0,0.0,1442.0,986.0,1021.0,1015.0,1143.0,1.0
964,965,50000.0,1,2,2,24,0.0,0.0,-1.0,-1.0,0.0,0.0,14937.0,12171.0,3847.0,11117.0,6479.0,6187.0,3027.0,3858.0,11139.0,3009.0,3016.0,3008.0,0.0
25041,25042,180000.0,1,2,1,63,0.0,0.0,0.0,0.0,0.0,0.0,47932.0,48922.0,50035.0,50749.0,51903.0,52991.0,2087.0,2200.0,1846.0,2000.0,1923.0,2000.0,0.0
20992,20993,460000.0,1,1,2,44,2.0,2.0,2.0,2.0,2.0,2.0,282944.0,288729.0,295114.0,299739.0,304319.0,299400.0,12000.0,12500.0,11000.0,11000.0,0.0,27000.0,1.0
20662,20663,130000.0,1,1,1,42,0.0,0.0,0.0,0.0,0.0,0.0,23970.0,23181.0,18912.0,19960.0,81985.0,80189.0,1288.0,1700.0,2000.0,63000.0,2885.0,3000.0,0.0
16451,16452,30000.0,2,2,1,56,2.0,2.0,2.0,2.0,2.0,2.0,14909.0,15565.0,16620.0,16056.0,17386.0,16968.0,1200.0,1600.0,0.0,1600.0,0.0,700.0,1.0
9962,9963,20000.0,1,2,2,55,2.0,2.0,2.0,2.0,-2.0,-2.0,11736.0,11180.0,780.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,0.0,0.0
6479,6480,130000.0,1,2,1,40,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,0.0
5678,5679,150000.0,2,2,1,40,0.0,0.0,0.0,0.0,0.0,0.0,40548.0,41597.0,42405.0,43498.0,44596.0,45700.0,2000.0,1800.0,1800.0,1800.0,2000.0,1800.0,0.0
9768,9769,50000.0,2,3,2,61,1.0,2.0,0.0,0.0,2.0,0.0,47731.0,45925.0,47041.0,49180.0,47500.0,48479.0,0.0,2200.0,3600.0,0.0,1763.0,1725.0,1.0
2750,2751,260000.0,2,1,1,32,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,598.0,2268.0,2268.0,1732.0,718.0,165.0,2268.0,0.0,1732.0,718.0,165.0,3735.0,0.0
4524,4525,150000.0,2,2,1,36,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,48020.0,50048.0,88831.0,1931.0,26265.0,0.0,8000.0,40146.0,1941.0,26396.0,0.0,0.0,0.0
6380,6381,150000.0,1,2,1,32,0.0,0.0,0.0,0.0,0.0,0.0,141346.0,145483.0,146410.0,142858.0,146007.0,130721.0,10000.0,7000.0,4000.0,8071.0,4000.0,3283.0,0.0
13972,13973,50000.0,2,2,2,24,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,2675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5943,5944,100000.0,2,1,1,38,0.0,0.0,0.0,0.0,0.0,0.0,66762.0,68566.0,65132.0,48738.0,51020.0,51948.0,5000.0,2436.0,3000.0,3000.0,2000.0,3000.0,0.0
16134,16135,60000.0,2,2,2,28,1.0,-1.0,-1.0,2.0,-1.0,-1.0,0.0,1672.0,836.0,836.0,780.0,390.0,1672.0,836.0,0.0,780.0,390.0,0.0,1.0
13165,13166,30000.0,1,3,2,59,0.0,0.0,0.0,0.0,0.0,0.0,28372.0,29152.0,29643.0,29593.0,27952.0,0.0,2010.0,1500.0,788.0,559.0,0.0,0.0,0.0
